"Project name","ID","Country","Partners","Project type","Announcement","FID","Operation","Suspension/decommissioning","Project Status","Project phase","Announced capacity (Mt CO2/yr)","Estimated capacity by IEA (Mt CO2/yr)","Sector","Fate of carbon","Part of CCUS hub","Region","Ref 1","Ref 2","Ref 3","Ref 4","Ref 5","Ref 6","Ref 7","Link 1","Link 2","Link 3","Link 4","Link 5","Link 6","Link 7"
"Trudvang storage project (EXL007)",710,"Norway","Eni (following acquisition of Neptune Energy)  (30%), Sval (40% op), Storegga (30%)","Storage",2023,2027,2029,,"Planned",,"5 - 10",10,"Storage","Dedicated storage","Trudvang storage project","Europe","https://www.neptuneenergy.com/media/press-releases/year/2023/neptune-energy-partners-sval-and-storegga-co2-storage-licence",,,,,,,"Link 1","","","","","",""
"Tulare County Carbon Storage Project (CA)",713,"United States","Advanced Resources International Inc.","Storage",2023,,,,"Planned",,,,"Storage","Dedicated storage","Tulare County Carbon Storage Project (CA)","North America","https://www.energy.gov/fecm/project-selections-foa-2610-carbonsafe-phase-ii-storage-complex-feasibility",,,,,,,"Link 1","","","","","",""
"Tumbler Ridge blue methanol project (BC)",1037,"Canada","RH2C, CMC and West Moberly First Nations","Capture",2015,,2028,,"Planned",,,,"Hydrogen or ammonia","Dedicated storage",,"North America",,,,,,,,"","","","","","",""
"Tumbler Ridge e-methanol project (BC)",1036,"Canada","RH2C, CMC and West Moberly First Nations","CCU",2015,,2028,,"Planned",,,0.233,"Other industry","Use",,"North America","https://www.rh2ca.com/",,,,,,,"Link 1","","","","","",""
"Twence Hengelo facility",394,"Netherlands","Twence, Aker CC (tech)","CCU",2019,2021,2024,,"Under construction",,0.1,0.1,"Power and heat","Use",,"Europe","https://www.akersolutions.com/news/news-archive/2019/aker-solutions-signs-carbon-capture-contract-with-twence-in-the-netherlands/","https://ec.europa.eu/info/news/state-aid-commission-approves-eu143-million-dutch-aid-support-carbon-capture-and-use-facility-2021-jul-30_en","https://www.twence.com/news/twence-co2-capture-plant-in-hengelo-sets-an-example-for-the-netherlands?_ga=2.60540654.276142154.1637244258-770985229.1619165454",,,,,"Link 1","Link 2","Link 3","","","",""
"UK Poseidon CCS project phase 1",845,"United Kingdom","Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license)","Storage",2023,2026,2029,,"Planned",1,1.5,1.5,"Storage","Dedicated storage","UKCS Poseidon CCS project","Europe","https://www.ogj.com/energy-transition/article/14297727/perenco-granted-storage-license-for-ukcs-poseidon-ccs-project","https://www.nstauthority.co.uk/news-publications/news/2023/net-zero-boost-as-carbon-storage-licences-accepted/","https://wintershalldea.com/en/newsroom/pi-23-39",,,,,"Link 1","Link 2","Link 3","","","",""
"UK Poseidon CCS project phase 2",846,"United Kingdom","Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license)","Storage",2023,2026,2030,,"Planned",2,8.5,8.5,"Storage","Dedicated storage","UKCS Poseidon CCS project","Europe","North Sea Transition Authority (NSTA): Net zero boost as carbon storage licences accepted - 2023 - News - News & <br/>publications (nstauthority.co.uk)","https://www.nstauthority.co.uk/news-publications/news/2023/net-zero-boost-as-carbon-storage-licences-accepted/","https://wintershalldea.com/en/newsroom/pi-23-39",,,,,"Link 1","Link 2","Link 3","","","",""
"UK Poseidon CCS project phase 2",847,"United Kingdom","Prenco UK (operator), Carbon Catalyst Ltd, Wintershall dea (10% of carbon catalyst license)","Storage",2023,2026,2040,,"Planned",3,30,30,"Storage","Dedicated storage","UKCS Poseidon CCS project","Europe","https://www.ogj.com/energy-transition/article/14297727/perenco-granted-storage-license-for-ukcs-poseidon-ccs-project","https://www.nstauthority.co.uk/news-publications/news/2023/net-zero-boost-as-carbon-storage-licences-accepted/","https://wintershalldea.com/en/newsroom/pi-23-39",,,,,"Link 1","Link 2","Link 3","","","",""
"Umea Dava plant CCS",991,"Sweden","Liquid Wind, Umea Energi","Capture",2023,2024,2026,,"Planned",2,,0.094,"Power and heat","Dedicated storage",,"Europe","https://www.liquidwind.se/news/liquidwind-plans-for-third-electrofuel-facility-in-swedish-umea","https://www.liquidwind.se/facilities",,,,,,"Link 1","Link 2","","","","",""
"Unita Basin Carbon SAFE (UT)",720,"United States","University of Utah","Storage",2023,,,,"Planned",,,,"Storage","Dedicated storage","Unita Basin Carbon SAFE (UT)","North America","https://www.energy.gov/fecm/project-selections-foa-2610-carbonsafe-phase-ii-storage-complex-feasibility",,,,,,,"Link 1","","","","","",""
"Uthmaniyah CO2-EOR demonstration",395,"Saudi Arabia","Saudi Aramco","Full chain",2013,2013,2015,,"Operational",,0.8,0.8,"Natural gas processing/LNG","Mixed",,"Middle East","https://www.arabnews.jp/en/saudi-arabia/article_39452/","https://www.aramco.com/en/creating-value/technology-development/globalresearchcenters/carbon-management","https://japan.aramco.com/en/news-media/news/2015/20150730_carbon_capture_project",,,,,"Link 1","Link 2","Link 3","","","",""
"Valero Port Arthur Refinery (TX)",323,"United States","Air products, ExxonMobil (formerly Denbury carbon solutions)","Full chain",2009,2011,2013,,"Operational",,0.9,0.9,"Other fuel transformation","EOR",,"North America","https://ieaghg.org/publications/technical-reports/reports-list/9-technical-reports/956-2018-05-the-ccs-project-at-air-products-port-arthur-hydrogen-production-facility","https://www.bizjournals.com/dallas/news/2013/05/10/denbury-using-plant-emissions-for-oil.html","https://www.energy.gov/articles/breakthrough-industrial-carbon-capture-utilization-and-storage-project-begins-full-scale",,"https://www.osti.gov/biblio/1437618","https://s27.q4cdn.com/166477028/files/doc_downloads/Denbury-2021-Corporate-Responsibility-Report.pdf",,"Link 1","Link 2","Link 3","","Link 5","Link 6",""
"Vattenfall Jordbro CHP plant",1101,"Sweden","Vattenfall, Aker CC","Capture",2023,,,,"Planned",,0.4,0.4,"Power and heat","Unknown/unspecified",,"Europe","https://bioenergyinternational.com/vattenfall-submits-beccs-permit-application/",,,,,,,"Link 1","","","","","",""
"Växjö Energi CHP CCS Sandviksverket",396,"Sweden","Växjö Energi ","Capture",2021,,2027,,"Planned",,0.18,0.18,"Power and heat","Dedicated storage",,"Europe","https://www.energi.se/artiklar/2021/maj-2021/darfor-tar-vaxjo-energi-klivet-till-bio-ccs/","https://www.veab.se/om-oss/hallbarhet/satsningar-och-projekt/bio-ccs/",,,,,,"Link 1","Link 2","","","","",""
"Velocys Bayou Fuels (MS)",397,"United States","Velocys, Oxy low carbon ventures (Occidental) (Storage contract), Bechtel (FEED)","Capture",2019,,2026,,"Planned",,"0.3 - 0.5",0.5,"Biofuels","EOR","Livingston Parish CO2 sequestration hub (LA)","North America","https://www.velocys.com/projects/bayou-fuels/",,,,,,,"Link 1","","","","","",""
"Venture Global CCS Cameron (LA)",1048,"United States","Venture Global","T&S",2021,,,,"Planned",,1,1,"T&S","Dedicated storage","Venture Global CCS Cameron (LA)","North America","https://www.epa.gov/uic/current-class-vi-projects-under-review-epa",,,,,,,"Link 1","","","","","",""
"Venture Global LNG Calcasieu Pass CCS (LA)",398,"United States","Venture Global","Capture",2021,,,,"Planned",,0.5,0.5,"Natural gas processing/LNG","Unknown/unspecified","Venture Global CCS Cameron (LA)","North America","https://venturegloballng.com/press/venture-global-launches-carbon-capture-and-sequestration-project/","https://www.reuters.com/business/sustainable-business/reuters-events-venture-global-can-use-existing-technology-louisiana-carbon-2021-06-23/",,,,,,"Link 1","Link 2","","","","",""
"Venture Global LNG CP2 liquefaction facility CCS (LA)",399,"United States","Venture Global","Capture",2021,,,,"Planned",,0.5,0.5,"Natural gas processing/LNG","Dedicated storage","Venture Global CCS Cameron (LA)","North America","https://venturegloballng.com/press/venture-global-launches-carbon-capture-and-sequestration-project/","https://venturegloballng.com/press/venture-global-and-louisiana-governor-john-bel-edwards-announce-proposed-cp2-lng-export-facility/",,,,,,"Link 1","Link 2","","","","",""
"Venture Global LNG Plaquemines CCS (LA)",400,"United States","Venture Global","Capture",2021,,,,"Planned",,,,"Natural gas processing/LNG","Unknown/unspecified","Venture Global CCS Cameron (LA)","North America","https://venturegloballng.com/press/venture-global-launches-carbon-capture-and-sequestration-project/","https://www.reuters.com/business/sustainable-business/reuters-events-venture-global-can-use-existing-technology-louisiana-carbon-2021-06-23/",,,,,,"Link 1","Link 2","","","","",""
"Veolia EfW to fuels",1090,"United Kingdom","Veolia","CCU",2024,,2030,,"Planned",,,,"Power and heat","Use",,"Europe","https://www.newpower.info/2024/02/veolia-to-pilot-carbon-capture-for-its-energy-from-waste-sites/",,,,,,,"Link 1","","","","","",""
"Vestforbrænding's Ejby incineration plant",401,"Denmark","Vestforbrænding, Technip (FEED)","Capture",2019,,2026,,"Planned",,0.45,0.45,"Power and heat","Dedicated storage",,"Europe","https://a-r-c.dk/app/uploads/2021/02/C4-press_release.pdf","https://www.vestfor.dk/nyheder-og-presse/nyheder/vestforbraending-vil-indfange-co2-i-fremtiden/","https://www.vestfor.dk/nyheder-og-presse/nyheder/vestforbraending-intensiverer-sin-co2-indsats/","https://a-r-c.dk/c4/","https://orsted.com/en/media/newsroom/news/2022/02/20220204476711","https://www.technipenergies.com/en/media/news/technip-energies-selected-vestforbraendings-carbon-capture-project-waste-energy-plant",,"Link 1","Link 2","Link 3","Link 4","Link 5","Link 6",""
"Vicksburg Containerboard Mill (MS)",1073,"United States","RTI International, IP, SLB, Amazon","Capture",2024,,,,"Planned",,0.12,0.12,"Other industry","Unknown/unspecified",,"North America","https://www.energy.gov/oced/articles/oced-selects-four-projects-ky-ms-tx-and-wy-advance-technologies-reduce-harmful-carbon",,,,,,,"Link 1","","","","","",""
"Viking CCS Phase 1",403,"United Kingdom","Harbour Energy (60% operator), BP (40%), kent (engineering provider), Technip energies (FEED transport)","T&S",2020,2024,2027,,"Planned",1,3.6,3.6,"T&S","Dedicated storage","Viking CCS","Europe","https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222","https://www.energyvoice.com/oilandgas/north-sea/355353/harbour-energy-wins-ccs-storage-licence-for-v-net-zero/","https://carbonherald.com/v-net-zero-carbon-capture-project-enters-planning-phase/","https://www.nstauthority.co.uk/news-publications/news/2021/oga-grants-carbon-storage-licence-to-harbour-energy/","https://www.vikingccs.co.uk/","https://www.energyvoice.com/renewables-energy-transition/ccs/uk-ccs/521881/everything-you-need-to-know-about-viking-ccs/","https://www.vikingccs.co.uk/news/application-for-viking-ccs-onshore-co2transportation-pipeline-accepted-for-examination-by-planning-inspectorate","Link 1","Link 2","Link 3","Link 4","Link 5","Link 6","Link 7"
"Viking CCS Phase 2",404,"United Kingdom","Harbour Energy (operator), BP (40%), Technip energies (FEED transport)","T&S",2020,,2030,,"Planned",2,6.4,6.4,"T&S","Dedicated storage","Viking CCS","Europe","https://www.upstreamonline.com/energy-transition/five-proposed-uk-carbon-capture-projects-meet-governments-eligibility-test/2-1-1047222","https://www.energyvoice.com/oilandgas/north-sea/355353/harbour-energy-wins-ccs-storage-licence-for-v-net-zero/","https://carbonherald.com/v-net-zero-carbon-capture-project-enters-planning-phase/","https://www.vikingccs.co.uk/","https://www.energyvoice.com/renewables-energy-transition/ccs/uk-ccs/521881/everything-you-need-to-know-about-viking-ccs/",,,"Link 1","Link 2","Link 3","Link 4","Link 5","",""
"Viking CCS Phase 3",705,"United Kingdom","Harbour Energy (operator), BP (40%), Technip energies (FEED transport)","T&S",2020,,2035,,"Planned",3,5,5,"T&S","Dedicated storage","Viking CCS","Europe","https://www.vikingccs.co.uk/capture",,,,,,,"Link 1","","","","","",""
"Virginia CarbonSafe storage (VA)",971,"United States","The Commonwealth of Virginia DoE (Big Stone Gap)","Storage",2023,,,,"Planned",,4,4,"Storage","Dedicated storage","Virginia CarbonSafe storage (VA)","North America","https://www.energy.gov/fecm/project-selections-foa-2711-carbon-storage-validation-and-testing-round-2",,,,,,,"Link 1","","","","","",""
"Virgo (LA)",885,"United States","ExxonMobil (formerly Denbury carbon solutions)","Storage",2022,,2026,,"Planned",,"5 - 10",5,"Storage","Unknown/unspecified",,"North America","https://www.denbury.com/operations/carbon-solutions/carbon-sequestration/",,,,,,,"Link 1","","","","","",""
"Viridor Runcorn CCS project",402,"United Kingdom","Viridor, Aker CC (tech/pre FEED), Cowi (pre-FEED)","Capture",2021,2024,2025,,"Planned",,0.9,0.9,"Power and heat","Dedicated storage","Liverpool Bay CO2 storage (Hynet)","Europe","https://hynet.co.uk/wp-content/uploads/2021/11/102021-WWU-supports-decarbonisation-cluster-in-North-Wales-and-North-West.docx.pdf","https://www.viridor.co.uk/siteassets/document-repository/sustainability-reports/07125-02-viridor-sustainability-report_v8-ia.pdf","https://akercarboncapture.com/?cision_id=5BE999397FF49444","https://www.gov.uk/government/publications/cluster-sequencing-phase-2-eligible-projects-power-ccus-hydrogen-and-icc/cluster-sequencing-phase-2-track-1-project-negotiation-list-march-2023",,,,"Link 1","Link 2","Link 3","Link 4","","",""
"VISION 2025",820,"Greece","HELLENiQ ENERGY - Helpe","Capture",2021,,2030,,"Planned",,0.6,0.6,"Other fuel transformation","Unknown/unspecified",,"Europe","https://www.helleniqenergy.gr/sites/default/files/2023-03/EN_HELPE_AR_2022_PREVIEW.pdf","https://energynews.biz/greeces-leading-oil-refiner-helleniq-energy-forges-path-to-green-hydrogen-investment/",,,,,,"Link 1","Link 2","","","","",""
"Voestalpine hot briquetted iron plant Portland (TX)",549,"United States","Board of Trustees of the University of Illinois, Voestalpine, Air Liquide","Capture",2022,,,,"Planned",,,,"Iron and steel","Dedicated storage",,"North America","https://www.energy.gov/fecm/additional-selections-funding-opportunity-announcement-2515",,,,,,,"Link 1","","","","","",""
"VPI Immingham CHP plant CCS",405,"United Kingdom","VPI Immingham (Vitol)","Capture",2019,,2027,,"Planned",,3,3,"Power and heat","Dedicated storage","Viking CCS","Europe","https://www.harbourenergy.com/sustainability/v-net-zero/","https://www.woodplc.com/news/latest-press-releases/2021/wood-awarded-contract-for-humber-zero-project","https://www.shell.com/business-customers/catalysts-technologies/resources-library/trade-release-shell-catalysts-and-technologies-carbon-capture-technology-at-vpi.html",,,,,"Link 1","Link 2","Link 3","","","",""
"Wabash Valley Resources/Wabash CarbonSAFE (IN)",406,"United States","Wabash Valley Resources, Wabash Carbon services, University of Illinois, Illinois State Geological Survey (CarbonSAFE)","Full chain",2016,,2024,,"Planned",,1.65,1.65,"Hydrogen or ammonia","Dedicated storage","Wabash CarbonSAFE (IN)","North America","https://www.netl.doe.gov/projects/project-information.aspx?p=FE0031626","https://www.wvresc.com/","https://www.greencarcongress.com/2021/06/20210623-blue.html",,,,,"Link 1","Link 2","Link 3","","","",""
"WAH2 Blue  Ammonia Project - phase 1",789,"Australia","Hexagon Energy Materials ","Capture",2022,2024,2028,,"Planned",,,,"Hydrogen or ammonia","Unknown/unspecified",,"Australia and New Zealand","https://hxgenergymaterials.com.au/wp-content/uploads/2022/03/Hexagons-West-Australian-Blue-Ammonia-Project.pdf","https://fuelcellsworks.com/news/australia-hexagon-energy-materials-completes-wah2-low-carbon-hydrogen-scoping-study/",,,,,,"Link 1","Link 2","","","","",""
"WAH2 Blue  Ammonia Project - phase 2",790,"Australia","Hexagon Energy Materials ","Capture",2022,,,,"Planned",2,,,"Hydrogen or ammonia","Unknown/unspecified",,"Australia and New Zealand","https://hxgenergymaterials.com.au/wp-content/uploads/2022/03/Hexagons-West-Australian-Blue-Ammonia-Project.pdf",,,,,,,"Link 1","","","","","",""
"Waste to energy CCU to TES Wilhemshaven (unknown facility)",994,"Germany","Aker CC, TES","CCU",2023,,,,"Planned",,0.4,0.4,"Power and heat","Use",,"Europe","https://akercarboncapture.com/?cision_id=7F0EAD177CA426B3",,,,,,,"Link 1","","","","","",""
"Waste to hydrogen Boson Energy (BEH2X LAVNT)",821,"Latvia","Boson Energy SA","CCU",2022,,2024,,"Planned",,,,"Hydrogen or ammonia","Use",,"Europe","https://www.rechargenews.com/energy-transition/-we-will-produce-carbon-negative-green-hydrogen-from-non-recyclable-waste-at-zero-or-below-zero-cost-/2-1-1162744",,,,,,,"Link 1","","","","","",""
"Waste-to-energy Aker CC (unknown facility)",940,"France","Aker CC","Capture",2023,,,,"Planned",,0.2,0.2,"Power and heat","Unknown/unspecified",,"Europe","https://akercarboncapture.com/?cision_id=6FDE114B1611FBE3",,,,,,,"Link 1","","","","","",""
"West bay storage Galveston (TX)",1050,"United States","BP carbon solutions","Storage",2023,,,,"Planned",,,,"Storage","Dedicated storage","West bay storage Galveston (TX)","North America","https://www.epa.gov/uic/current-class-vi-projects-under-review-epa",,,,,,,"Link 1","","","","","",""
"West Java sea rig-to-CCS JSA",1022,"Indonesia","Pertamina, KNOC","Storage",2024,,,,"Planned",,,,"Storage","Dedicated storage",,"Other Asia Pacific","https://www.pertamina.com/id/news-room/news-release/kurangi-emisi-pertamina-knoc-jajaki-kerja-sama-pengembangan-rig-to-ccs",,,,,,,"Link 1","","","","","",""
